,Şehir,İlçe,Geçerli oy sayısı,Oy kullanan seçmen sayısı,Kayıtlı seçmen sayısı,Sandık sayısı ,AK PARTİ,MHP,CHP,İYİ PARTİ,HDP,SAADET PARTİSİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,VATAN PARTİSİ,HÜDA PAR,BĞMZ
19,Zonguldak,Gökçebey,13649.0,14672.0,16723.0,60.0,6392.0,961.0,4410.0,1169.0,163.0,211.0,120.0,57.0,93.0,63.0,10.0
22,Zonguldak,Kilimli,22977.0,23641.0,27440.0,87.0,8637.0,3478.0,7944.0,1802.0,181.0,552.0,206.0,62.0,76.0,24.0,15.0
25,Zonguldak,Kozlu,28950.0,29739.0,34208.0,114.0,13260.0,3501.0,8000.0,2526.0,496.0,636.0,265.0,99.0,98.0,43.0,26.0
13,Zonguldak,Zonguldak Merkez,75303.0,77532.0,90204.0,287.0,28721.0,9434.0,26599.0,6027.0,1375.0,1750.0,680.0,280.0,276.0,135.0,26.0
4,Zonguldak,Çaycuma,60854.0,64152.0,72211.0,257.0,29979.0,3351.0,20379.0,4248.0,599.0,1290.0,403.0,167.0,254.0,166.0,18.0
4,Çanakkale,Ayvacık,24305.0,24896.0,27344.0,125.0,9030.0,1517.0,8894.0,3339.0,988.0,142.0,137.0,66.0,129.0,56.0,7.0
7,Çanakkale,Bayramiç,21461.0,22169.0,23801.0,116.0,7895.0,1022.0,8104.0,3592.0,297.0,178.0,108.0,63.0,103.0,83.0,16.0
10,Çanakkale,Biga,61874.0,63206.0,69038.0,253.0,29679.0,4914.0,16065.0,8536.0,1113.0,520.0,564.0,173.0,172.0,116.0,22.0
13,Çanakkale,Bozcaada,2175.0,2198.0,2448.0,7.0,480.0,68.0,1043.0,318.0,227.0,13.0,10.0,10.0,3.0,2.0,1.0
21,Çanakkale,Eceabat,6635.0,6825.0,7409.0,28.0,1462.0,245.0,3315.0,1312.0,177.0,40.0,20.0,28.0,22.0,13.0,1.0
24,Çanakkale,Ezine,22066.0,22771.0,24916.0,97.0,8147.0,1307.0,7947.0,3622.0,531.0,175.0,117.0,68.0,77.0,60.0,15.0
27,Çanakkale,Gelibolu,28375.0,29111.0,32908.0,103.0,8090.0,1671.0,12551.0,4313.0,867.0,427.0,159.0,134.0,92.0,54.0,17.0
30,Çanakkale,Gökçeada,5103.0,5265.0,6103.0,26.0,1523.0,471.0,1359.0,851.0,739.0,49.0,52.0,17.0,27.0,8.0,7.0
33,Çanakkale,Lapseki,19412.0,19937.0,21542.0,87.0,8504.0,1761.0,4622.0,3678.0,386.0,125.0,175.0,47.0,65.0,45.0,4.0
36,Çanakkale,Yenice,23756.0,24525.0,26360.0,122.0,12741.0,1869.0,4707.0,3509.0,172.0,215.0,311.0,60.0,110.0,56.0,6.0
15,Çanakkale,Çan,35095.0,35845.0,38426.0,150.0,15052.0,3128.0,9165.0,6735.0,295.0,205.0,256.0,86.0,84.0,76.0,13.0
18,Çanakkale,Çanakkale Merkez,112581.0,114297.0,126514.0,386.0,29297.0,6675.0,45953.0,22068.0,6277.0,697.0,567.0,432.0,331.0,130.0,154.0
28,Çankırı,Atkaracalar,2672.0,2731.0,3275.0,22.0,1849.0,308.0,106.0,321.0,15.0,23.0,37.0,4.0,3.0,6.0,0.0
34,Çankırı,Bayramören,1762.0,1802.0,2022.0,30.0,1295.0,146.0,67.0,169.0,3.0,17.0,49.0,3.0,7.0,6.0,0.0
10,Çankırı,Eldivan,4195.0,4327.0,4836.0,27.0,2558.0,675.0,323.0,472.0,10.0,59.0,64.0,13.0,12.0,9.0,0.0
13,Çankırı,Ilgaz,9800.0,10083.0,11438.0,95.0,6093.0,1675.0,590.0,1001.0,30.0,152.0,188.0,14.0,31.0,26.0,0.0
37,Çankırı,Korgun,2946.0,3015.0,3328.0,18.0,2099.0,425.0,74.0,255.0,4.0,30.0,44.0,7.0,5.0,3.0,0.0
16,Çankırı,Kurşunlu,5701.0,5831.0,6624.0,45.0,3583.0,876.0,512.0,508.0,30.0,51.0,97.0,8.0,16.0,20.0,0.0
31,Çankırı,Kızılırmak,4945.0,5055.0,5746.0,33.0,2813.0,1389.0,220.0,359.0,29.0,19.0,92.0,5.0,7.0,12.0,0.0
19,Çankırı,Orta,7286.0,7404.0,8379.0,45.0,5172.0,1370.0,157.0,317.0,14.0,106.0,128.0,8.0,10.0,4.0,0.0
25,Çankırı,Yapraklı,5568.0,5663.0,6391.0,46.0,4162.0,807.0,81.0,331.0,8.0,64.0,86.0,5.0,11.0,13.0,0.0
4,Çankırı,Çankırı Merkez,53922.0,54973.0,61987.0,207.0,28337.0,12249.0,2918.0,8295.0,459.0,562.0,831.0,127.0,80.0,64.0,0.0
7,Çankırı,Çerkeş,9611.0,9893.0,11799.0,77.0,5336.0,1562.0,1142.0,1154.0,70.0,130.0,131.0,20.0,38.0,28.0,0.0
22,Çankırı,Şabanözü,7136.0,7329.0,8133.0,39.0,4008.0,1144.0,1087.0,674.0,30.0,57.0,92.0,11.0,21.0,12.0,0.0
4,Çorum,Alaca,21604.0,21973.0,24272.0,151.0,11408.0,3488.0,3617.0,1780.0,710.0,178.0,332.0,21.0,27.0,43.0,0.0
7,Çorum,Bayat,11159.0,11493.0,12906.0,78.0,7940.0,1123.0,686.0,1063.0,55.0,86.0,108.0,13.0,42.0,43.0,0.0
31,Çorum,Boğazkale,2709.0,2790.0,3120.0,20.0,1765.0,453.0,188.0,170.0,34.0,33.0,44.0,7.0,8.0,7.0,0.0
37,Çorum,Dodurga,4534.0,4694.0,5108.0,24.0,2212.0,573.0,966.0,590.0,41.0,61.0,41.0,15.0,27.0,8.0,0.0
16,Çorum,Kargı,11365.0,11875.0,13316.0,80.0,7217.0,1223.0,1674.0,821.0,55.0,100.0,136.0,17.0,74.0,48.0,0.0
40,Çorum,Laçin,3116.0,3240.0,3600.0,21.0,1753.0,411.0,599.0,177.0,60.0,41.0,35.0,5.0,22.0,13.0,0.0
19,Çorum,Mecitözü,11231.0,11498.0,12329.0,70.0,5117.0,1225.0,3575.0,574.0,457.0,82.0,149.0,21.0,19.0,12.0,0.0
22,Çorum,Ortaköy,4884.0,5016.0,5552.0,27.0,2048.0,749.0,1223.0,475.0,253.0,49.0,58.0,11.0,10.0,8.0,0.0
25,Çorum,Osmancık,29186.0,30083.0,33135.0,141.0,17340.0,3589.0,4329.0,2854.0,242.0,269.0,336.0,53.0,87.0,87.0,0.0
43,Çorum,Oğuzlar,3953.0,4103.0,4384.0,18.0,2381.0,347.0,794.0,292.0,17.0,36.0,33.0,8.0,26.0,19.0,0.0
28,Çorum,Sungurlu,32344.0,33066.0,36833.0,182.0,18024.0,4922.0,4358.0,3607.0,423.0,303.0,492.0,60.0,79.0,76.0,0.0
34,Çorum,Uğurludağ,4277.0,4385.0,4934.0,29.0,2821.0,662.0,435.0,245.0,23.0,21.0,44.0,1.0,14.0,11.0,0.0
10,Çorum,Çorum Merkez,185814.0,189084.0,205764.0,725.0,84158.0,26402.0,46520.0,14922.0,8747.0,2246.0,1975.0,386.0,283.0,175.0,0.0
13,Çorum,İskilip,22012.0,22778.0,25436.0,125.0,13899.0,3455.0,1627.0,2016.0,113.0,296.0,374.0,40.0,122.0,70.0,0.0
3,İstanbul,Adalar,10367.0,10534.0,11967.0,36.0,2329.0,479.0,4151.0,775.0,2413.0,69.0,54.0,35.0,41.0,8.0,13.0
21,İstanbul,Arnavutköy,145345.0,148790.0,168986.0,471.0,77685.0,16591.0,15195.0,8288.0,22867.0,2097.0,1678.0,193.0,222.0,488.0,41.0
25,İstanbul,Ataşehir,269381.0,273429.0,306446.0,825.0,99335.0,19259.0,90410.0,21687.0,30962.0,3810.0,1960.0,890.0,626.0,274.0,168.0
13,İstanbul,Avcılar,258744.0,263133.0,302286.0,811.0,90945.0,19715.0,86321.0,21685.0,33776.0,2700.0,1888.0,784.0,476.0,355.0,99.0
17,İstanbul,Bahçelievler,366878.0,372488.0,427357.0,1158.0,159863.0,30319.0,86648.0,30068.0,48979.0,5638.0,2905.0,934.0,647.0,753.0,124.0
3,İstanbul,Bakırköy,146304.0,147943.0,168450.0,463.0,28993.0,6424.0,69677.0,17225.0,20283.0,1727.0,618.0,726.0,466.0,94.0,71.0
21,İstanbul,Bayrampaşa,173395.0,175933.0,199348.0,542.0,82041.0,15265.0,43578.0,18760.0,8366.0,2740.0,1474.0,552.0,343.0,216.0,60.0
15,İstanbul,Bağcılar,435931.0,443545.0,506091.0,1359.0,222074.0,43754.0,64098.0,26145.0,66243.0,7010.0,3988.0,785.0,644.0,1081.0,109.0
23,İstanbul,Başakşehir,222658.0,225857.0,253892.0,690.0,104233.0,16558.0,44348.0,16788.0,32232.0,5278.0,1631.0,603.0,316.0,613.0,58.0
5,İstanbul,Beykoz,161932.0,165047.0,184234.0,513.0,76529.0,13999.0,40879.0,15004.0,9783.0,3201.0,1448.0,503.0,377.0,149.0,60.0
25,İstanbul,Beylikdüzü,193260.0,195406.0,220711.0,595.0,69359.0,13856.0,64567.0,20729.0,19578.0,2572.0,1185.0,676.0,440.0,236.0,62.0
5,İstanbul,Beyoğlu,143037.0,145618.0,170779.0,475.0,63426.0,10718.0,31526.0,8849.0,23847.0,2454.0,1226.0,371.0,339.0,214.0,67.0
3,İstanbul,Beşiktaş,122284.0,123479.0,140754.0,394.0,18892.0,3906.0,64701.0,12065.0,20131.0,1000.0,385.0,585.0,456.0,54.0,109.0
9,İstanbul,Büyükçekmece,149151.0,151341.0,172351.0,471.0,56466.0,11544.0,49045.0,15161.0,13330.0,1420.0,1122.0,511.0,347.0,158.0,47.0
23,İstanbul,Esenler,270224.0,274818.0,310787.0,841.0,150918.0,28732.0,34308.0,16110.0,31551.0,4374.0,2697.0,422.0,323.0,722.0,67.0
27,İstanbul,Esenyurt,462701.0,470939.0,549448.0,1484.0,179357.0,38846.0,104809.0,27533.0,101578.0,4100.0,3759.0,884.0,649.0,1077.0,109.0
7,İstanbul,Eyüpsultan,238834.0,242854.0,273863.0,752.0,102136.0,19333.0,67227.0,19417.0,23205.0,4008.0,2010.0,680.0,419.0,313.0,86.0
9,İstanbul,Fatih,235547.0,240249.0,283991.0,794.0,110788.0,14943.0,54703.0,19329.0,26810.0,5062.0,2015.0,742.0,588.0,442.0,125.0
11,İstanbul,Gaziosmanpaşa,299889.0,305036.0,349260.0,936.0,152308.0,24512.0,59652.0,23816.0,30251.0,4870.0,2611.0,758.0,505.0,501.0,105.0
19,İstanbul,Güngören,180855.0,183720.0,211075.0,571.0,84937.0,15514.0,38859.0,14672.0,21109.0,2989.0,1534.0,476.0,311.0,414.0,40.0
7,İstanbul,Kadıköy,320213.0,323427.0,363413.0,995.0,55342.0,9926.0,172921.0,31568.0,43165.0,2788.0,1159.0,1499.0,1251.0,175.0,419.0
9,İstanbul,Kartal,303767.0,308276.0,344826.0,938.0,114125.0,23338.0,97452.0,26417.0,33378.0,4577.0,2177.0,908.0,654.0,552.0,189.0
19,İstanbul,Kağıthane,274105.0,278618.0,319199.0,866.0,125325.0,28035.0,62783.0,21516.0,26850.0,5270.0,2511.0,714.0,475.0,480.0,146.0
11,İstanbul,Küçükçekmece,467024.0,474705.0,541033.0,1468.0,176882.0,40540.0,129231.0,45047.0,62294.0,5930.0,3738.0,1326.0,848.0,1032.0,156.0
19,İstanbul,Maltepe,322367.0,326983.0,367516.0,1003.0,108787.0,21904.0,120378.0,29569.0,33077.0,3917.0,2200.0,1149.0,825.0,364.0,197.0
15,İstanbul,Pendik,428146.0,435313.0,491711.0,1332.0,203611.0,46626.0,94617.0,33879.0,34724.0,7616.0,4253.0,1066.0,818.0,803.0,133.0
29,İstanbul,Sancaktepe,239214.0,243872.0,272270.0,733.0,101623.0,20191.0,55072.0,11271.0,45033.0,2855.0,1811.0,419.0,263.0,549.0,127.0
13,İstanbul,Sarıyer,216281.0,219676.0,248940.0,690.0,76999.0,16304.0,75892.0,18551.0,22406.0,2723.0,1775.0,817.0,504.0,187.0,123.0
7,İstanbul,Silivri,113456.0,115744.0,120995.0,386.0,37394.0,9411.0,39207.0,12165.0,12158.0,1380.0,852.0,402.0,283.0,142.0,62.0
21,İstanbul,Sultanbeyli,186581.0,190673.0,213941.0,575.0,104983.0,20510.0,14161.0,6607.0,33995.0,3350.0,2082.0,191.0,208.0,458.0,36.0
25,İstanbul,Sultangazi,306492.0,311766.0,350388.0,944.0,162203.0,23949.0,50337.0,13118.0,47894.0,4640.0,2421.0,414.0,334.0,1119.0,63.0
23,İstanbul,Tuzla,153534.0,155929.0,174845.0,477.0,64135.0,15462.0,38716.0,13714.0,16743.0,2424.0,1377.0,405.0,269.0,217.0,72.0
17,İstanbul,Zeytinburnu,162260.0,165085.0,191796.0,520.0,70984.0,14300.0,32664.0,14282.0,24676.0,2309.0,1393.0,437.0,247.0,897.0,71.0
5,İstanbul,Çatalca,47681.0,48873.0,53501.0,160.0,17817.0,2924.0,16685.0,7293.0,1838.0,459.0,320.0,156.0,89.0,71.0,29.0
27,İstanbul,Çekmeköy,150288.0,152813.0,170067.0,466.0,66222.0,14503.0,37788.0,11738.0,15648.0,2329.0,1193.0,393.0,215.0,189.0,70.0
17,İstanbul,Ümraniye,430737.0,437567.0,491261.0,1331.0,203812.0,37413.0,97298.0,36128.0,42091.0,7539.0,3794.0,1113.0,731.0,631.0,187.0
13,İstanbul,Üsküdar,349999.0,355355.0,400677.0,1095.0,145661.0,24363.0,102496.0,34295.0,30300.0,7521.0,2559.0,1262.0,967.0,350.0,225.0
11,İstanbul,Şile,23837.0,24516.0,26912.0,103.0,10441.0,2362.0,5753.0,3027.0,1481.0,357.0,207.0,78.0,77.0,47.0,7.0
15,İstanbul,Şişli,172419.0,174857.0,204319.0,562.0,42813.0,8940.0,71366.0,13880.0,31404.0,1549.0,962.0,689.0,493.0,175.0,148.0
3,İzmir,Aliağa,59278.0,60178.0,64081.0,196.0,16247.0,6033.0,20591.0,6643.0,8167.0,640.0,449.0,230.0,154.0,99.0,25.0
21,İzmir,Balçova,53651.0,54295.0,60800.0,170.0,10402.0,2225.0,28139.0,5850.0,5935.0,349.0,242.0,251.0,182.0,38.0,38.0
33,İzmir,Bayraklı,207467.0,211124.0,236227.0,647.0,61642.0,13881.0,78690.0,21120.0,26838.0,1975.0,1556.0,748.0,516.0,362.0,139.0
5,İzmir,Bayındır,27086.0,27979.0,31185.0,113.0,9994.0,1749.0,9464.0,2983.0,2327.0,156.0,155.0,78.0,103.0,69.0,8.0
7,İzmir,Bergama,71323.0,73330.0,80413.0,298.0,25652.0,6103.0,26725.0,8276.0,2805.0,615.0,479.0,226.0,220.0,183.0,39.0
29,İzmir,Beydağ,8645.0,9100.0,9972.0,39.0,2696.0,552.0,3783.0,1250.0,86.0,86.0,40.0,46.0,66.0,36.0,4.0
9,İzmir,Bornova,285396.0,290208.0,324126.0,907.0,79427.0,17851.0,118512.0,33223.0,29607.0,2251.0,1945.0,1097.0,828.0,422.0,233.0
15,İzmir,Buca,311238.0,316443.0,359766.0,985.0,92283.0,20245.0,117308.0,34871.0,38873.0,2707.0,2245.0,1092.0,843.0,591.0,180.0
11,İzmir,Dikili,33846.0,34472.0,37982.0,119.0,6254.0,1616.0,17978.0,3674.0,3638.0,186.0,145.0,119.0,167.0,51.0,18.0
13,İzmir,Foça,21285.0,21652.0,24236.0,73.0,4709.0,1738.0,10079.0,2407.0,1895.0,121.0,111.0,90.0,98.0,28.0,9.0
23,İzmir,Gaziemir,87759.0,89089.0,98438.0,273.0,23771.0,6243.0,34741.0,11888.0,8945.0,775.0,608.0,347.0,232.0,152.0,57.0
27,İzmir,Güzelbahçe,21620.0,21918.0,24133.0,71.0,3402.0,849.0,12275.0,2502.0,2145.0,110.0,73.0,100.0,125.0,17.0,22.0
29,İzmir,Karabağlar,314594.0,320076.0,361124.0,986.0,97843.0,19492.0,118290.0,31376.0,39649.0,2947.0,2460.0,1033.0,820.0,483.0,201.0
5,İzmir,Karaburun,7563.0,7734.0,8613.0,33.0,1734.0,376.0,3981.0,695.0,619.0,36.0,43.0,16.0,36.0,9.0,18.0
15,İzmir,Karşıyaka,245818.0,248340.0,274303.0,752.0,36009.0,8646.0,143198.0,27752.0,25386.0,1269.0,942.0,1184.0,1010.0,187.0,235.0
17,İzmir,Kemalpaşa,68439.0,69891.0,77487.0,238.0,26701.0,7443.0,21744.0,6770.0,3470.0,1098.0,713.0,212.0,166.0,96.0,26.0
21,İzmir,Kiraz,27809.0,29455.0,33661.0,119.0,12065.0,2195.0,9048.0,3251.0,303.0,286.0,198.0,98.0,197.0,157.0,11.0
17,İzmir,Konak,237584.0,241841.0,278789.0,803.0,60782.0,9516.0,106359.0,22121.0,33505.0,1595.0,1361.0,844.0,899.0,419.0,183.0
19,İzmir,Kınık,18892.0,19474.0,20770.0,81.0,6342.0,993.0,7278.0,1976.0,1887.0,151.0,110.0,54.0,47.0,47.0,7.0
19,İzmir,Menderes,60611.0,62111.0,69335.0,203.0,19726.0,3880.0,24626.0,6494.0,4358.0,491.0,468.0,215.0,167.0,130.0,56.0
23,İzmir,Menemen,105247.0,107375.0,120496.0,362.0,28252.0,7784.0,33973.0,11345.0,21428.0,793.0,721.0,332.0,325.0,239.0,55.0
25,İzmir,Narlıdere,44236.0,44870.0,49405.0,137.0,5623.0,1140.0,24890.0,4088.0,7734.0,191.0,133.0,167.0,193.0,39.0,38.0
7,İzmir,Seferihisar,27944.0,28490.0,31956.0,99.0,6483.0,1827.0,13393.0,2697.0,2907.0,184.0,181.0,110.0,119.0,26.0,17.0
9,İzmir,Selçuk,24828.0,25326.0,28043.0,88.0,5669.0,1529.0,10967.0,3378.0,2791.0,149.0,135.0,79.0,76.0,43.0,12.0
27,İzmir,Tire,56350.0,58045.0,65553.0,217.0,19126.0,4055.0,19047.0,10491.0,2247.0,469.0,349.0,191.0,201.0,147.0,27.0
11,İzmir,Torbalı,108227.0,110645.0,123521.0,368.0,35758.0,7403.0,35235.0,11893.0,15323.0,898.0,787.0,333.0,241.0,274.0,82.0
13,İzmir,Urla,44062.0,44801.0,49901.0,151.0,8121.0,1697.0,24286.0,4805.0,4274.0,223.0,192.0,181.0,213.0,38.0,32.0
3,İzmir,Çeşme,29475.0,29926.0,34017.0,102.0,5987.0,1616.0,15478.0,2953.0,2938.0,103.0,169.0,114.0,77.0,17.0,23.0
31,İzmir,Çiğli,128794.0,130779.0,145598.0,399.0,29889.0,8189.0,56466.0,14118.0,17400.0,877.0,815.0,462.0,330.0,130.0,118.0
25,İzmir,Ödemiş,88930.0,91963.0,103101.0,331.0,33654.0,6061.0,34223.0,10522.0,2335.0,716.0,587.0,300.0,297.0,196.0,39.0
3,Şanlıurfa,Akçakale,43906.0,44572.0,49448.0,196.0,29246.0,11202.0,424.0,411.0,1090.0,128.0,536.0,24.0,10.0,696.0,139.0
5,Şanlıurfa,Birecik,40875.0,42013.0,54194.0,196.0,19049.0,2452.0,2503.0,1115.0,13917.0,398.0,193.0,28.0,54.0,1159.0,7.0
7,Şanlıurfa,Bozova,24857.0,25575.0,32048.0,137.0,12423.0,1152.0,518.0,419.0,9455.0,218.0,122.0,12.0,36.0,492.0,10.0
9,Şanlıurfa,Ceylanpınar,36367.0,37373.0,45323.0,148.0,14536.0,2682.0,1963.0,393.0,14642.0,759.0,196.0,27.0,28.0,1022.0,119.0
23,Şanlıurfa,Eyyübiye,141086.0,144797.0,186972.0,582.0,90941.0,12419.0,2407.0,1896.0,27482.0,1672.0,1087.0,75.0,180.0,1712.0,1215.0
11,Şanlıurfa,Halfeti,17196.0,17922.0,23563.0,90.0,6025.0,405.0,1039.0,323.0,9104.0,106.0,51.0,14.0,38.0,88.0,3.0
25,Şanlıurfa,Haliliye,172056.0,175527.0,209478.0,658.0,101119.0,16036.0,7275.0,3289.0,36311.0,3094.0,1174.0,121.0,166.0,2023.0,1448.0
21,Şanlıurfa,Harran,34994.0,35233.0,37735.0,157.0,16485.0,16494.0,218.0,257.0,122.0,82.0,1222.0,10.0,21.0,49.0,34.0
13,Şanlıurfa,Hilvan,20743.0,21301.0,25131.0,118.0,8612.0,611.0,2200.0,457.0,7185.0,376.0,53.0,14.0,48.0,1178.0,9.0
27,Şanlıurfa,Karaköprü,89090.0,90636.0,105394.0,343.0,48726.0,6613.0,4674.0,3197.0,21562.0,2423.0,496.0,97.0,83.0,1029.0,190.0
15,Şanlıurfa,Siverek,99448.0,103063.0,134935.0,466.0,47057.0,4120.0,3598.0,2125.0,38428.0,934.0,452.0,72.0,156.0,2463.0,43.0
17,Şanlıurfa,Suruç,44844.0,46253.0,57712.0,206.0,13634.0,394.0,786.0,320.0,28742.0,261.0,50.0,14.0,43.0,590.0,10.0
19,Şanlıurfa,Viranşehir,78399.0,80068.0,98882.0,355.0,32232.0,2899.0,1275.0,763.0,39216.0,462.0,250.0,23.0,64.0,994.0,221.0
4,Şırnak,Beytüşşebap,8290.0,8636.0,10435.0,38.0,1988.0,649.0,348.0,245.0,4931.0,33.0,31.0,5.0,27.0,31.0,2.0
7,Şırnak,Cizre,64030.0,65810.0,74521.0,225.0,6303.0,1150.0,947.0,719.0,52588.0,344.0,89.0,35.0,80.0,1763.0,12.0
22,Şırnak,Güçlükonak,5336.0,5510.0,6363.0,30.0,1185.0,220.0,107.0,79.0,3699.0,10.0,11.0,3.0,6.0,15.0,1.0
13,Şırnak,Silopi,59883.0,61526.0,68261.0,201.0,9446.0,1937.0,1194.0,1114.0,44737.0,170.0,80.0,40.0,85.0,698.0,382.0
19,Şırnak,Uludere,18434.0,18864.0,23157.0,75.0,3479.0,818.0,757.0,297.0,12896.0,62.0,35.0,8.0,36.0,45.0,1.0
10,Şırnak,İdil,30014.0,30901.0,37888.0,134.0,5330.0,638.0,497.0,416.0,22001.0,89.0,43.0,14.0,36.0,947.0,3.0
16,Şırnak,Şırnak Merkez,40751.0,42318.0,47683.0,151.0,10792.0,3309.0,1198.0,1414.0,22117.0,293.0,159.0,40.0,74.0,1348.0,7.0
